name,position,team_games_played,time_played,successful_layoffs,open_play_passes,times_tackled,backward_passes,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,total_passes,substitute_off,successful_short_passes,goals_conceded_inside_box,total_unsuccessful_passes_excl_crosses_corners,unsuccessful_passes_opposition_half,starts,touches,appearances,ground_duels,forward_passes,index,duels_won,total_fouls_won,aerial_duels_won,duels,goals_conceded,games_played,ground_duels_lost,leftside_passes,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,tackles_won,duels_lost,ground_duels_won,winning_goal,unsuccessful_crosses_open_play,substitute_on,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,unsuccessful_short_passes,penalty_goals_conceded,total_fouls_conceded,total_shots,key_passes_attempt_assists,putthrough_blocked_distribution,total_touches_in_opposition_box,unsuccessful_dribbles,unsuccessful_crosses_corners,hit_woodwork,tackles_lost,throw_ins_to_own_player,fifty_fifty,goals,corners_won,successful_crosses_corners,successful_dribbles,successful_corners_into_box,rightside_passes,blocked_shots,recoveries,successful_fifty_fifty,unsuccessful_passes_own_half,corners_taken_incl_short_corners,shots_on_target_inc_goals,attempts_from_set_pieces,successful_long_passes,total_clearances,left_foot_goals,foul_won_penalty,unsuccessful_corners_into_box,goals_from_inside_box,penalties_taken,penalty_goals,interceptions,offsides,right_foot_goals,goal_assists,successful_launches,throw_ins_to_opposition_player,foul_attempted_tackle,yellow_cards,blocks,successful_crosses_open_play,handballs_conceded,assists_intentional,clean_sheets,gk_successful_distribution,penalties_conceded,goals_conceded_outside_box,total_red_cards,red_cards_2nd_yellow,straight_red_cards,headed_goals,saves_made,punches,saves_made_from_outside_box,saves_made_parried,saves_made_from_inside_box,gk_unsuccessful_distribution,goals_from_outside_box,unsuccessful_layoffs,through_balls,second_goal_assists,goalkeeper_smother,catches,penalties_faced,penalties_saved,saves_from_penalty,set_pieces_goals,last_man_tackle,clearances_off_the_line,saves_made_caught,penalties_off_target,own_goal_scored,drops,crosses_not_claimed,other_goals
Asier Villalibre Molina,Delantero,8,193,1,35,4,8,18,0,0,7,28,6,0,38,0,23,2,14,15,0,64,8,13,8,30,19,5,14,34,2,8,8,11,21,24,21,0,15,5,0,4,8,0,1,14,1,3,2,0,1,10,1,4,0,0,0,4,0,3,0,0,0,11,1,5,2,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Augusto Fernández,Centrocampista,9,221,0,68,3,14,27,5,8,3,26,24,8,69,2,46,5,18,11,2,104,7,22,22,22,13,1,3,28,5,7,12,15,50,51,6,1,15,10,0,0,5,4,0,10,0,2,0,0,5,2,1,0,0,7,0,4,0,0,0,1,0,18,0,14,2,7,0,0,0,5,1,0,0,0,0,0,0,7,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omobolaji Habeeb Adekanye Adekanye,Delantero,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borja García,Centrocampista,9,504,7,226,18,64,121,2,3,1,66,84,7,234,5,192,9,29,20,6,330,8,55,52,76,39,19,5,61,11,8,21,39,197,205,6,4,22,34,0,3,2,3,5,26,2,2,6,6,8,10,2,3,1,3,0,18,0,2,0,9,0,79,0,26,11,12,0,1,0,13,1,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borja Iglesias,Delantero,9,264,4,43,4,20,21,0,2,11,31,12,0,49,2,32,2,16,13,3,76,6,16,5,10,9,2,6,33,2,6,13,9,27,33,17,0,24,3,0,1,3,1,1,14,0,9,1,1,1,6,1,1,0,0,0,4,0,1,0,1,0,15,2,3,1,4,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borja Mayoral,,8,21,0,5,0,1,2,0,1,0,5,1,0,5,0,3,0,2,1,0,10,2,3,0,7,0,0,0,3,0,2,3,4,3,3,0,0,3,0,0,0,2,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borja Sainz,Delantero,9,140,0,36,13,13,23,0,1,4,29,10,3,36,1,29,4,4,7,1,92,6,32,7,80,12,2,1,37,4,6,21,8,32,32,5,1,25,11,0,4,5,2,1,3,1,3,4,1,5,7,9,4,0,2,2,6,1,1,1,6,0,8,1,14,2,1,0,3,0,3,0,0,0,0,1,0,0,3,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brais Méndez,Centrocampista,9,257,0,101,6,20,42,3,7,13,47,36,6,103,2,72,4,28,22,2,155,6,23,40,25,13,5,3,39,4,6,13,25,73,75,16,5,26,10,0,0,4,4,5,21,2,4,7,4,9,11,5,1,1,1,1,9,0,2,3,0,0,18,1,13,4,7,1,2,1,3,1,0,1,1,0,0,0,4,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno González,Defensa,9,630,0,162,1,25,35,14,19,9,43,97,7,171,0,116,8,39,27,7,247,7,26,67,30,29,5,17,52,10,7,14,46,125,132,26,5,23,12,0,0,0,1,2,20,2,12,4,0,1,5,0,0,0,2,0,10,1,0,0,2,0,33,0,29,5,12,0,2,0,16,30,0,0,0,1,0,0,10,0,0,0,0,0,5,3,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Gil,Delantero,7,293,1,92,9,35,60,0,1,1,55,22,6,92,2,73,3,17,33,3,180,5,38,17,72,22,10,1,40,3,5,17,14,75,75,2,5,18,21,0,12,2,3,3,16,0,5,5,5,9,9,7,17,1,1,3,11,0,4,7,5,3,26,0,19,0,1,7,2,0,2,1,0,0,4,0,0,0,3,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Franco Alviz,Delantero,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carles Aleñá,Centrocampista,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Akapo Martínez,Defensa,9,363,0,88,3,13,21,17,17,1,60,38,7,90,1,55,2,32,22,5,204,5,23,48,67,16,1,7,31,2,5,14,26,56,58,8,6,15,9,0,3,0,4,0,15,0,5,0,0,6,0,2,3,0,1,31,13,0,0,1,1,0,3,0,22,10,13,0,0,0,3,17,0,0,0,0,0,0,12,0,0,0,3,18,2,0,2,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Bacca,Delantero,9,62,1,24,4,4,13,0,2,3,18,5,1,24,0,15,0,6,6,0,42,6,7,4,87,3,0,1,11,0,6,5,5,18,18,4,1,8,2,0,1,6,0,1,4,0,1,2,4,0,4,3,1,0,0,0,5,0,1,0,1,0,11,1,5,3,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Clerc,Defensa,8,546,0,269,6,34,135,9,19,5,108,86,17,275,0,207,10,60,68,6,446,7,46,101,41,37,8,8,59,11,7,17,11,209,215,13,12,22,29,0,28,1,6,0,41,0,8,1,7,19,14,2,28,0,5,61,8,0,7,6,4,0,129,0,36,4,20,0,1,0,8,3,0,0,0,0,0,0,11,2,0,0,1,3,6,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Fernández,Delantero,7,141,0,37,3,9,14,1,1,8,17,14,1,38,2,28,0,10,9,2,62,5,16,6,97,14,7,6,30,0,5,8,11,27,28,14,0,16,8,0,0,3,2,1,9,0,4,2,2,3,4,1,0,0,1,0,2,0,1,0,2,0,12,0,7,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos León,Defensa,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Marín,Portero,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Neva,Defensa,8,540,0,123,2,36,49,8,12,10,71,43,3,125,0,81,2,36,32,6,269,6,13,60,46,16,3,8,31,3,6,5,6,87,89,18,1,15,8,0,15,0,2,2,24,0,3,2,1,12,1,0,15,0,2,54,9,0,1,3,2,0,23,1,25,7,19,0,0,0,8,14,0,0,0,0,0,0,8,0,0,0,3,13,1,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Soler,Centrocampista,9,369,1,188,2,32,104,5,15,3,51,66,7,198,0,158,4,29,34,4,262,5,23,54,100,18,5,4,30,7,5,9,62,160,169,7,4,12,14,0,2,1,3,2,14,1,3,6,4,4,6,1,13,0,3,0,6,4,1,1,2,1,50,0,21,4,8,13,4,1,11,9,0,0,8,4,4,4,4,0,4,1,0,0,2,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Henrique Casimiro,Centrocampista,8,495,2,322,12,32,124,2,19,16,79,152,17,328,1,253,3,54,44,5,434,7,55,100,92,44,4,20,91,3,7,31,109,268,274,36,12,47,24,0,6,2,6,2,35,0,10,2,4,9,5,3,6,1,5,2,18,0,0,2,3,0,87,0,41,14,16,0,0,0,21,11,0,0,0,0,0,0,12,0,0,0,0,0,8,3,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesar Moreno,Centrocampista,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Manuel Rodríguez Benito,Defensa,8,90,0,31,0,1,17,2,5,1,9,7,3,33,0,16,3,9,5,1,41,1,5,12,6,5,0,2,8,3,1,2,7,23,24,3,0,3,3,0,0,0,1,0,4,0,2,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,13,0,5,0,4,0,0,0,8,3,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Ángel Garrido Cifuentes,Defensa,7,76,0,34,2,6,10,0,0,3,12,16,3,34,1,26,1,8,2,1,57,2,9,13,3,6,1,1,13,1,2,4,12,26,26,4,2,7,5,0,0,1,1,1,8,0,1,1,0,4,0,0,0,0,1,7,1,0,0,0,1,0,3,0,5,1,6,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claudio Bravo,Portero,9,540,0,128,0,0,23,36,64,0,67,94,0,183,0,73,11,66,53,6,227,6,0,126,55,2,0,2,2,11,6,0,36,86,117,2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,36,0,13,0,0,0,44,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,41,0,0,0,0,0,0,15,1,3,5,12,10,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0
Claudio Medina,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clément Lenglet,Defensa,7,447,0,343,3,14,113,5,12,10,39,213,10,360,1,309,7,34,20,6,407,6,30,138,47,24,4,9,49,7,6,15,83,310,326,19,4,25,15,0,0,0,3,0,22,2,12,0,1,6,0,1,0,0,6,0,14,0,0,0,2,0,125,0,37,9,14,0,0,0,17,13,0,0,0,0,0,0,5,1,0,0,1,0,2,2,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Andújar Moreno,Defensa,8,5,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristian Rivero,Portero,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristian Tello,Delantero,9,465,0,183,7,41,100,2,2,3,61,53,8,186,4,146,8,37,29,5,273,9,37,48,100,21,2,2,42,8,9,18,5,146,149,5,6,21,19,2,5,4,6,6,35,3,2,13,7,9,19,3,6,0,2,1,7,4,2,4,9,0,92,6,25,4,14,1,7,0,3,1,1,0,1,3,0,0,6,0,3,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Camilo Hernández Suárez,Delantero,8,623,5,192,24,41,126,3,5,37,125,21,7,192,5,130,7,52,57,8,345,8,77,63,60,54,17,22,136,7,8,45,46,140,140,59,3,82,32,0,20,0,5,4,47,3,13,11,7,15,29,7,20,1,4,2,33,1,6,7,9,1,42,4,37,12,15,1,7,1,10,1,0,0,0,1,0,0,1,4,0,2,0,0,7,1,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damian Kadzior,Centrocampista,9,112,0,35,2,7,24,0,1,1,24,7,0,36,1,29,1,6,17,1,61,5,9,13,19,3,2,0,10,1,5,6,11,30,30,1,0,7,3,0,7,4,0,2,5,0,4,2,1,2,4,1,13,0,0,1,2,0,2,1,1,0,5,0,7,2,2,3,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Damián Suárez,Defensa,8,611,0,216,10,22,104,17,40,7,158,49,20,239,2,119,4,93,93,7,470,7,79,135,37,52,14,11,97,5,7,38,73,132,146,18,16,45,41,0,19,0,6,0,53,2,17,1,3,15,3,4,23,0,4,76,21,0,4,7,7,1,9,1,42,8,23,2,1,0,27,8,0,0,1,0,0,0,8,0,0,0,7,19,11,4,1,6,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Pedro Calvo Sanromán,Defensa,7,316,0,135,1,18,14,13,21,8,38,92,5,141,0,100,3,35,16,3,183,5,15,49,33,16,4,6,29,3,5,5,43,102,106,14,3,13,10,0,0,2,1,0,14,1,3,0,0,4,1,1,0,0,2,0,8,0,0,0,1,0,31,0,13,4,19,0,0,0,6,16,0,0,0,0,0,0,4,1,0,0,0,0,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Escriche Romero,Delantero,9,52,0,18,2,4,9,0,0,1,7,7,0,18,0,16,2,2,2,0,23,3,6,2,1,0,0,0,7,3,3,6,9,16,16,1,0,7,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel García Carrillo,Centrocampista,8,637,2,335,3,44,135,8,17,11,71,151,8,346,4,246,8,61,44,8,416,8,36,98,47,39,11,21,68,9,8,18,99,274,285,32,4,29,18,0,2,0,5,1,44,2,5,2,4,7,1,0,2,0,4,1,16,0,0,1,1,0,105,0,46,9,19,0,1,0,39,10,0,0,0,0,0,0,11,0,0,1,8,0,3,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Gómez Alcón,Delantero,8,174,1,36,10,10,24,0,1,3,28,5,0,37,1,28,5,9,7,1,76,6,22,5,33,12,5,2,27,5,6,12,7,27,28,5,0,15,10,0,0,5,0,3,8,0,3,3,2,3,20,1,0,0,0,0,8,0,1,1,5,0,15,1,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Rabaseda Antolín,Delantero,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Carvajal Ramos,Defensa,8,213,0,147,3,33,57,1,6,0,46,68,7,151,0,115,2,27,27,2,220,3,16,46,57,15,2,6,22,2,3,7,62,120,124,6,6,7,9,0,8,1,4,0,21,0,2,1,1,9,2,2,8,0,1,24,3,0,4,1,0,0,10,1,15,2,8,0,1,0,9,4,0,0,0,0,0,0,2,0,0,0,1,4,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Cárdenas,Portero,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Parejo,Centrocampista,9,612,2,512,7,80,272,3,11,4,75,211,15,531,2,440,7,54,46,7,632,7,56,162,73,39,17,5,65,9,7,22,112,460,477,9,9,26,34,1,2,0,6,3,43,1,7,6,4,16,5,4,8,0,6,2,13,1,1,6,2,3,177,0,57,5,16,10,3,1,37,2,0,0,6,0,0,0,13,0,1,0,0,0,2,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Plomer,Delantero,8,45,1,3,1,2,3,0,0,2,1,0,0,3,0,3,0,0,0,0,8,1,2,0,11,0,0,0,4,0,1,2,0,3,3,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Rebollo,Portero,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Wass,Centrocampista,9,799,1,359,5,46,140,11,36,11,128,151,15,382,2,268,10,93,77,9,545,9,48,152,49,43,8,18,77,14,9,23,132,270,289,29,7,34,25,0,10,0,3,2,57,1,9,6,6,13,2,3,18,0,8,30,18,1,3,2,2,1,52,4,41,8,34,7,4,3,21,22,0,0,4,0,0,0,16,1,1,1,3,4,4,2,4,1,1,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Darwin Machís,Delantero,8,439,5,85,16,17,46,4,8,8,73,18,4,87,3,56,7,27,36,4,185,8,46,28,59,25,10,4,58,8,8,25,18,58,60,12,0,33,21,1,14,4,1,2,19,1,4,10,4,9,18,6,16,0,4,0,5,2,5,4,8,2,24,3,24,4,7,2,8,2,4,3,1,0,0,2,1,0,5,3,1,1,0,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Alba,Defensa,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Costas,Defensa,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Ferreiro Quiroga,Delantero,9,670,0,226,21,47,141,2,13,7,166,49,8,238,6,155,8,68,116,8,418,9,70,85,48,22,6,2,79,9,9,50,70,163,170,9,6,57,20,0,34,1,5,3,55,2,15,6,25,19,12,5,63,0,2,5,9,1,10,20,6,5,36,3,44,5,15,29,3,0,15,1,0,0,19,1,0,0,8,4,1,1,2,0,10,1,0,8,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David García,Defensa,8,720,0,280,0,11,73,21,56,17,120,107,6,299,0,145,7,119,72,8,390,8,34,182,33,69,7,57,108,8,8,22,41,168,180,74,6,39,12,0,0,0,3,1,63,2,21,2,0,3,2,0,0,0,0,0,19,0,0,0,0,0,65,0,30,7,47,0,1,0,35,40,0,0,0,0,0,0,18,0,0,0,13,0,8,4,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
